county,state,acres92,acres87,acres82,farms92,farms87,farms82,largef92,largef87,largef82,smallf92,smallf87,smallf82,region
MARSHALL COUNTY,SD,485748,468868,490427,487,522,526,171,164,170,18,24,22,NC
MEADE COUNTY,SD,2076199,2019812,2056225,811,826,773,450,456,456,19,67,46,NC
MELLETTE COUNTY,SD,701352,649232,644347,265,233,240,161,159,153,11,14,11,NC
MINER COUNTY,SD,313435,327880,331746,424,488,527,105,108,101,18,20,20,NC
MINNEHAHA COUNTY,SD,425288,432472,425971,1262,1382,1490,78,62,41,73,88,96,NC
MOODY COUNTY,SD,284888,280774,293153,640,662,732,61,46,37,29,34,29,NC
PENNINGTON COUNTY,SD,1066060,1142320,1076059,636,614,577,241,238,245,38,24,32,NC
PERKINS COUNTY,SD,1726299,1817032,1670908,555,607,595,365,392,387,22,35,32,NC
POTTER COUNTY,SD,507101,552844,541015,321,371,341,163,180,176,10,24,16,NC
ROBERTS COUNTY,SD,604219,607630,621044,904,994,1074,222,206,177,39,28,34,NC
SANBORN COUNTY,SD,322784,324946,298504,408,421,430,109,99,95,11,25,22,NC
SHANNON COUNTY,SD,1417516,1356714,1364403,191,208,149,98,98,86,10,4,14,NC
SPINK COUNTY,SD,890711,905592,899153,743,813,831,348,367,371,21,31,21,NC
STANLEY COUNTY,SD,903980,861251,860755,198,196,167,127,126,114,6,16,5,NC
SULLY COUNTY,SD,615479,609036,613310,282,309,279,172,181,173,7,16,13,NC
TODD COUNTY,SD,1079266,1055588,1058358,245,281,252,148,138,138,6,19,16,NC
TRIPP COUNTY,SD,1006831,960092,937667,741,770,713,329,338,336,38,33,34,NC
TURNER COUNTY,SD,367239,370885,356662,955,1038,1101,62,50,28,44,27,51,NC
UNION COUNTY,SD,259517,249714,260283,560,635,727,70,40,32,36,51,45,NC
WALWORTH COUNTY,SD,448834,410375,421727,378,360,405,158,163,176,26,22,21,NC
YANKTON COUNTY,SD,271200,269176,249921,692,733,758,50,33,23,34,45,51,NC
ZIEBACH COUNTY,SD,1406379,1397710,1340581,258,272,244,174,190,182,6,10,19,NC
ANDERSON COUNTY,TN,41899,40472,43245,441,463,517,2,3,2,41,46,34,S
BEDFORD COUNTY,TN,213603,221058,223745,1259,1244,1364,21,22,16,70,67,59,S
BENTON COUNTY,TN,62989,64560,68954,355,392,434,3,2,7,14,22,17,S
BLEDSOE COUNTY,TN,93098,88616,102034,502,482,489,9,8,13,16,14,18,S
BLOUNT COUNTY,TN,96181,101397,111029,1012,1185,1219,4,4,3,89,106,123,S
BRADLEY COUNTY,TN,91858,92127,94364,704,738,754,8,7,4,46,50,47,S
CAMPBELL COUNTY,TN,30299,34850,35498,425,470,513,0,1,0,59,42,81,S
CANNON COUNTY,TN,96550,100562,108206,712,694,787,6,5,4,51,61,66,S
CARROLL COUNTY,TN,165547,166462,189529,783,848,1080,25,25,26,38,42,51,S
CARTER COUNTY,TN,36633,37589,47125,662,686,940,0,1,2,147,130,188,S
CHEATHAM COUNTY,TN,58289,66931,74748,512,567,668,2,2,1,42,61,71,S
CHESTER COUNTY,TN,71513,73132,86858,347,387,485,5,6,3,10,17,24,S
CLAIBORNE COUNTY,TN,142729,141587,138733,1565,1528,1762,8,4,4,252,223,250,S
CLAY COUNTY,TN,70483,75507,87082,507,528,638,4,2,3,60,43,80,S
COCKE COUNTY,TN,84029,89277,96527,995,1081,1286,4,3,3,150,168,258,S
COFFEE COUNTY,TN,132388,143496,152296,838,887,979,19,15,18,50,61,61,S
CROCKETT COUNTY,TN,144918,184140,145337,425,506,571,46,51,39,35,34,41,S
CUMBERLAND COUNTY,TN,96874,93994,107340,639,622,681,17,16,16,45,34,54,S
DAVIDSON COUNTY,TN,47319,57917,74003,440,561,693,1,1,4,52,47,66,S
DECATUR COUNTY,TN,86858,91591,96068,443,474,537,9,8,5,27,34,22,S
DE KALB COUNTY,TN,95818,101333,104624,775,823,991,8,12,7,87,99,164,S
DICKSON COUNTY,TN,144267,148611,160002,1012,1068,1188,8,7,8,72,73,79,S
DYER COUNTY,TN,230906,235347,272129,510,603,788,72,69,64,32,43,43,S
FAYETTE COUNTY,TN,258265,270536,311577,671,765,845,74,71,77,33,40,49,S
FENTRESS COUNTY,TN,70457,78611,88395,453,454,508,6,10,13,39,37,32,S
FRANKLIN COUNTY,TN,135469,152578,148251,1022,1126,1155,17,10,12,110,109,130,S
GIBSON COUNTY,TN,272121,280153,292697,898,1057,1295,77,63,55,55,51,70,S
GILES COUNTY,TN,256272,262925,281595,1426,1551,1719,28,23,25,37,69,67,S
GRAINGER COUNTY,TN,104457,108212,109200,1242,1219,1343,4,5,4,204,149,178,S
GREENE COUNTY,TN,236912,264097,262638,3380,3580,3881,3,11,7,633,533,694,S
GRUNDY COUNTY,TN,42735,37501,39487,353,333,356,6,4,5,51,51,53,S
HAMBLEN COUNTY,TN,57216,58434,61834,769,843,973,2,1,2,132,165,216,S
HAMILTON COUNTY,TN,62542,57708,64995,559,587,613,4,3,4,65,46,42,S
HANCOCK COUNTY,TN,80348,76724,80629,736,760,868,6,1,0,140,103,127,S
HARDEMAN COUNTY,TN,159927,187313,198521,457,488,622,37,52,48,16,21,22,S
HARDIN COUNTY,TN,110215,121098,140327,517,570,667,18,17,20,30,49,61,S
HAWKINS COUNTY,TN,155600,167866,171587,1933,1985,2223,3,5,2,320,259,346,S
HAYWOOD COUNTY,TN,224247,222142,223045,432,527,585,71,66,63,22,33,22,S
HENDERSON COUNTY,TN,146868,163685,167118,767,849,947,15,9,12,41,55,68,S
HENRY COUNTY,TN,191486,186659,197429,779,805,981,30,23,19,41,39,57,S
HICKMAN COUNTY,TN,130167,129661,130045,642,650,704,12,13,8,25,29,38,S
HOUSTON COUNTY,TN,44415,45691,47217,241,245,263,5,4,5,15,18,17,S
HUMPHREYS COUNTY,TN,119419,120570,124182,505,506,581,17,15,16,23,22,27,S
JACKSON COUNTY,TN,87298,98512,102389,667,732,835,3,7,9,84,79,101,S
JEFFERSON COUNTY,TN,98669,109592,115196,1234,1326,1456,1,1,3,153,149,183,S
JOHNSON COUNTY,TN,54518,62446,66829,828,888,1045,2,2,5,167,168,196,S
KNOX COUNTY,TN,94254,94701,108490,1157,1253,1414,4,3,6,107,118,149,S
LAKE COUNTY,TN,91343,91981,91990,85,85,118,31,34,36,1,3,4,S
LAUDERDALE COUNTY,TN,182754,197507,200383,472,572,675,58,47,43,34,45,48,S
LAWRENCE COUNTY,TN,196733,201440,218175,1424,1428,1548,14,17,17,84,88,81,S
LEWIS COUNTY,TN,36978,38189,38562,195,223,242,4,4,3,8,10,13,S
LINCOLN COUNTY,TN,275219,279482,294104,1578,1628,1765,24,29,26,73,69,133,S
LOUDON COUNTY,TN,73654,77665,83400,715,760,811,4,4,5,68,54,98,S
MCMINN COUNTY,TN,123557,137843,145884,970,1076,1179,11,10,14,62,74,84,S
MCNAIRY COUNTY,TN,121848,149769,156014,605,715,850,9,13,11,23,23,37,S
MACON COUNTY,TN,138618,125148,132150,1359,1242,1358,7,2,3,140,100,153,S
MADISON COUNTY,TN,141357,160384,187563,505,614,785,36,39,44,32,32,41,S
MARION COUNTY,TN,50767,56177,57433,278,310,327,9,5,8,18,21,30,S
MARSHALL COUNTY,TN,161902,173473,179959,960,1013,1134,16,10,13,58,55,68,S
MAURY COUNTY,TN,245681,256659,281802,1506,1575,1821,22,24,19,119,126,150,S
MEIGS COUNTY,TN,56253,54949,55070,319,322,348,4,4,4,10,14,22,S
MONROE COUNTY,TN,100176,104646,119211,881,930,1086,7,5,9,88,87,130,S
MONTGOMERY COUNTY,TN,174807,188025,182367,941,998,1194,24,26,19,102,102,161,S
MOORE COUNTY,TN,48098,57642,61607,359,427,472,2,1,1,24,30,26,S
MORGAN COUNTY,TN,43202,43960,47566,300,304,310,3,1,2,13,16,18,S
OBION COUNTY,TN,257000,258567,259956,697,761,927,69,61,48,30,47,55,S
OVERTON COUNTY,TN,105519,110079,126718,818,842,991,7,10,9,56,51,79,S
PERRY COUNTY,TN,53026,58327,76333,219,220,263,8,8,11,4,10,8,S
PICKETT COUNTY,TN,37550,36968,38576,395,369,420,1,1,1,47,32,35,S
POLK COUNTY,TN,31368,37228,35456,251,260,258,2,2,3,13,13,15,S
PUTNAM COUNTY,TN,116696,105420,113577,1081,1072,1239,10,7,2,129,129,174,S
RHEA COUNTY,TN,52462,55956,61138,346,374,392,3,4,8,8,10,16,S
ROANE COUNTY,TN,52433,58739,67440,510,542,591,1,0,1,38,37,41,S
ROBERTSON COUNTY,TN,233312,255126,252812,1447,1543,1736,31,26,27,158,151,218,S
RUTHERFORD COUNTY,TN,200097,224910,234502,1417,1562,1775,16,15,12,83,110,130,S
SCOTT COUNTY,TN,32714,34603,32676,235,239,234,3,3,3,7,15,11,S
SEQUATCHIE COUNTY,TN,24832,25284,27541,164,156,178,2,1,1,3,6,7,S
SEVIER COUNTY,TN,74107,78192,94172,863,953,1176,5,1,5,108,120,169,S
SHELBY COUNTY,TN,144953,139587,176839,609,733,855,41,41,43,83,126,140,S
SMITH COUNTY,TN,150309,145507,155634,1115,1123,1299,8,4,2,102,90,162,S
STEWART COUNTY,TN,53795,55703,62094,342,371,460,4,3,2,37,42,64,S
SULLIVAN COUNTY,TN,92773,97537,99782,1331,1432,1685,3,2,0,216,200,321,S
SUMNER COUNTY,TN,177522,205681,217866,1669,1864,2178,16,16,14,175,172,266,S
TIPTON COUNTY,TN,183178,190772,209198,588,650,767,59,58,54,37,43,64,S
TROUSDALE COUNTY,TN,55097,58550,58921,389,439,501,3,3,3,50,65,85,S
UNICOI COUNTY,TN,11292,10315,14328,237,266,363,0,0,0,50,59,93,S
UNION COUNTY,TN,49452,53305,54136,541,612,686,1,1,0,60,69,73,S
VAN BUREN COUNTY,TN,32892,30275,36151,210,217,243,0,0,0,9,20,14,S
WARREN COUNTY,TN,165309,165266,179594,1313,1238,1360,13,10,15,157,117,165,S
WASHINGTON COUNTY,TN,117608,123904,119404,1856,1909,2114,1,1,2,336,317,451,S
WAYNE COUNTY,TN,125092,135209,136914,617,698,711,14,13,13,13,23,28,S
WEAKLEY COUNTY,TN,204146,208488,222750,857,926,1179,43,39,30,38,54,67,S
WHITE COUNTY,TN,123792,133148,143756,1043,1006,1160,7,6,8,92,91,110,S
WILLIAMSON COUNTY,TN,204391,219668,244444,1296,1421,1595,23,17,24,107,127,129,S
WILSON COUNTY,TN,214497,216162,235834,1637,1755,1963,10,6,9,105,102,152,S
ANDERSON COUNTY,TX,352488,350886,320075,1488,1598,1356,52,50,43,79,68,45,S
ANDREWS COUNTY,TX,962576,929052,746354,134,147,128,45,56,48,22,24,23,S
ANGELINA COUNTY,TX,103063,103622,118536,669,747,723,9,15,20,45,62,46,S
ARANSAS COUNTY,TX,19131,22877,27883,45,54,61,6,5,9,2,7,6,S
ARCHER COUNTY,TX,612718,560742,544170,449,486,465,102,116,97,19,30,18,S
ARMSTRONG COUNTY,TX,500665,482017,552856,216,222,240,88,104,89,4,11,14,S
ATASCOSA COUNTY,TX,765139,743424,754587,1238,1341,1256,155,148,127,70,64,62,S
AUSTIN COUNTY,TX,337351,347215,312414,1748,1865,1677,45,50,48,125,136,85,S
BAILEY COUNTY,TX,432939,432697,451460,406,443,442,140,118,146,21,28,18,S
BANDERA COUNTY,TX,396508,334867,339087,586,540,475,95,80,76,31,21,18,S
BASTROP COUNTY,TX,394923,410344,377258,1630,1655,1507,57,68,58,82,92,73,S
BAYLOR COUNTY,TX,357933,355540,401373,277,295,351,81,76,92,7,12,14,S
BEE COUNTY,TX,442173,481240,414241,688,743,688,105,135,93,16,39,29,S
BELL COUNTY,TX,416631,422998,449648,1622,1655,1667,85,89,80,116,110,88,S
BEXAR COUNTY,TX,408710,477160,500467,1872,1950,2007,73,80,73,192,231,262,S
BLANCO COUNTY,TX,371257,379118,370830,567,549,488,107,100,97,27,17,16,S
BORDEN COUNTY,TX,629681,593971,576202,123,128,135,69,61,65,8,2,1,S
BOSQUE COUNTY,TX,547829,569369,551965,966,968,1004,116,115,111,37,43,32,S
BOWIE COUNTY,TX,263077,251091,253880,998,1129,1130,55,44,44,58,54,61,S
BRAZORIA COUNTY,TX,563993,537077,630791,1489,1498,1316,122,101,113,179,226,202,S
BRAZOS COUNTY,TX,295601,271421,256837,1006,971,874,66,61,51,70,82,65,S
BREWSTER COUNTY,TX,2405018,2377767,2551747,122,118,110,93,92,88,8,12,2,S
BRISCOE COUNTY,TX,408824,403824,397057,231,224,251,86,100,92,6,13,5,S
BROOKS COUNTY,TX,566400,528903,484104,288,330,331,42,42,45,10,18,10,S
BROWN COUNTY,TX,513533,547165,524387,1098,1144,1181,119,112,104,55,62,49,S
BURLESON COUNTY,TX,317187,314756,332765,1283,1360,1260,54,62,42,52,68,43,S
BURNET COUNTY,TX,548351,509782,530039,980,889,827,136,122,130,49,52,34,S
CALDWELL COUNTY,TX,263925,265788,255504,957,1026,977,59,43,51,43,59,32,S
CALHOUN COUNTY,TX,208073,188899,197292,249,277,273,53,41,39,16,22,13,S
CALLAHAN COUNTY,TX,490739,495955,538578,771,802,800,111,112,104,42,42,43,S
CAMERON COUNTY,TX,329288,389370,386129,904,1002,1173,91,98,110,115,152,179,S
CAMP COUNTY,TX,68448,78326,69666,417,413,413,5,12,6,30,18,16,S
CARSON COUNTY,TX,622130,650002,728673,356,335,352,156,156,148,14,26,19,S
CASS COUNTY,TX,166939,190634,195528,804,885,894,19,23,30,31,36,31,S
CASTRO COUNTY,TX,518316,521739,548529,520,573,483,167,175,159,15,32,18,S
CHAMBERS COUNTY,TX,251249,306606,312966,334,337,332,59,74,75,24,31,25,S
CHEROKEE COUNTY,TX,269146,284490,248735,1422,1463,1439,31,44,30,72,89,52,S
CHILDRESS COUNTY,TX,449972,406502,342181,257,262,323,91,89,89,4,9,13,S
CLAY COUNTY,TX,670459,569541,582620,808,836,813,141,143,136,46,56,37,S
COCHRAN COUNTY,TX,370572,330711,375319,227,252,279,122,95,115,2,6,8,S
COKE COUNTY,TX,523049,505736,500398,356,344,357,115,109,111,9,17,14,S
COLEMAN COUNTY,TX,680567,702467,749613,762,784,837,196,193,202,23,24,24,S
COLLIN COUNTY,TX,275638,305235,354799,1235,1501,1543,60,76,86,115,167,115,S
COLLINGSWORTH COUNTY,TX,462533,454535,459678,468,365,388,121,119,113,19,14,10,S
COLORADO COUNTY,TX,549167,559698,596786,1547,1589,1424,95,106,109,64,70,48,S
COMAL COUNTY,TX,207350,223866,195271,617,652,584,54,58,50,52,58,28,S
COMANCHE COUNTY,TX,543750,505542,494533,1405,1335,1350,93,91,90,64,59,59,S
CONCHO COUNTY,TX,571684,655499,604432,391,367,376,153,153,137,11,9,11,S
COOKE COUNTY,TX,430377,515267,411978,1330,1289,1230,98,106,82,87,79,53,S
CORYELL COUNTY,TX,605252,609091,621577,994,1009,991,110,103,99,29,40,32,S
COTTLE COUNTY,TX,471498,499983,488882,179,222,235,82,88,92,8,9,6,S
CRANE COUNTY,TX,394805,336758,306422,50,42,30,24,26,20,8,2,0,S
CROCKETT COUNTY,TX,2001152,1854660,1749913,157,163,154,138,138,132,2,5,7,S
CROSBY COUNTY,TX,451584,464927,477303,343,380,430,147,133,153,8,19,19,S
CULBERSON COUNTY,TX,1584367,1606076,1909817,78,74,70,47,44,51,3,9,4,S
DALLAM COUNTY,TX,780925,786393,841456,369,397,378,173,185,169,13,29,19,S
DALLAS COUNTY,TX,123756,147155,191547,656,927,1046,23,29,39,129,228,241,S
DAWSON COUNTY,TX,553047,595182,584492,465,527,581,190,227,188,11,19,15,S
DEAF SMITH COUNTY,TX,856707,851850,820095,638,687,655,253,241,226,35,69,60,S
DELTA COUNTY,TX,107565,142463,150156,374,421,446,21,29,28,22,16,20,S
DENTON COUNTY,TX,365618,390568,384284,1529,1469,1417,72,75,87,182,164,103,S
DE WITT COUNTY,TX,569212,582107,523285,1515,1626,1619,108,116,102,52,72,65,S
DICKENS COUNTY,TX,561521,439124,513862,270,285,330,93,86,85,5,12,11,S
DIMMIT COUNTY,TX,677308,695478,743105,206,249,224,95,95,93,10,9,9,S
DONLEY COUNTY,TX,599637,588433,590639,331,343,365,80,81,81,13,20,9,S
DUVAL COUNTY,TX,801159,996776,970827,946,1151,1074,149,172,158,19,33,32,S
EASTLAND COUNTY,TX,493227,433691,469113,1120,1085,1111,97,78,82,41,46,28,S
ECTOR COUNTY,TX,518788,589050,584766,195,223,214,35,36,30,65,84,73,S
EDWARDS COUNTY,TX,1117134,1032782,1025318,264,237,226,160,159,155,15,10,15,S
ELLIS COUNTY,TX,426189,392585,445380,1521,1612,1608,96,94,99,115,121,110,S
EL PASO COUNTY,TX,-99,236667,299665,438,422,452,23,21,26,200,174,177,S
ERATH COUNTY,TX,581776,562030,553935,1637,1599,1564,116,109,90,81,80,70,S
FALLS COUNTY,TX,378003,413886,386285,1032,1086,1117,100,99,96,39,41,30,S
FANNIN COUNTY,TX,412632,442247,432504,1411,1533,1576,75,78,71,55,68,63,S
FAYETTE COUNTY,TX,496742,530328,467736,2642,2750,2610,60,57,44,164,168,103,S
FISHER COUNTY,TX,545666,504096,507523,547,629,688,153,142,134,17,28,23,S
FLOYD COUNTY,TX,629148,607773,617911,474,523,590,200,212,186,7,15,16,S
FOARD COUNTY,TX,321752,397398,342617,201,231,250,72,72,82,10,5,5,S
FORT BEND COUNTY,TX,422464,363823,401711,1199,1233,1179,94,86,78,137,157,112,S
FRANKLIN COUNTY,TX,128533,118725,117175,486,479,478,18,20,23,17,25,20,S
FREESTONE COUNTY,TX,370140,405010,381248,1172,1178,1101,68,76,68,59,61,40,S
FRIO COUNTY,TX,749504,638480,671340,560,523,526,162,143,147,43,30,16,S
GA INES COUNTY,TX,686578,674419,765551,616,627,619,227,219,229,14,13,8,S
GA LVESTON COUNTY,TX,102229,98924,98209,435,471,438,22,20,17,99,113,110,S
GA RZA COUNTY,TX,573827,548251,570986,262,236,240,87,80,69,8,10,12,S
GILLESPIE COUNTY,TX,688330,662195,634710,1373,1367,1285,166,170,165,70,76,49,S
GLASSCOCK COUNTY,TX,477515,529304,503851,204,199,200,100,88,88,6,4,0,S
GOLIAD COUNTY,TX,465365,491949,438706,726,747,674,94,86,74,35,34,18,S
GONZALES COUNTY,TX,665421,615743,625730,1623,1712,1632,145,137,119,86,108,73,S
GRAY COUNTY,TX,576013,504506,495937,313,323,350,112,111,107,19,24,37,S
GRAYSON COUNTY,TX,409501,414435,406171,1784,1900,1765,71,73,72,110,111,89,S
GREGG COUNTY,TX,47196,54046,64156,290,351,378,8,11,11,26,32,39,S
GRIMES COUNTY,TX,352915,363160,350998,1321,1360,1196,67,56,64,89,73,39,S
GUADALUPE COUNTY,TX,347313,331240,344880,1698,1770,1702,56,43,52,107,134,103,S
HALE COUNTY,TX,560355,582208,610359,774,818,832,193,160,172,21,49,29,S
HALL COUNTY,TX,443027,393949,458988,297,296,341,107,103,127,12,13,12,S
HAMILTON COUNTY,TX,461249,415885,438290,933,919,956,115,93,93,36,37,23,S
HANSFORD COUNTY,TX,576468,575744,584953,280,343,315,160,179,169,7,37,7,S
HARDEMAN COUNTY,TX,313952,330751,322723,303,310,362,96,111,95,11,10,4,S
HARDIN COUNTY,TX,32436,63879,70142,274,337,331,8,20,14,33,49,67,S
HARRIS COUNTY,TX,308344,374759,388660,1565,1936,1943,70,83,86,347,436,407,S
HARRISON COUNTY,TX,201952,193932,197646,973,1043,1031,37,32,22,76,64,56,S
HARTLEY COUNTY,TX,686578,956997,879814,228,246,208,117,130,117,8,12,9,S
HASKELL COUNTY,TX,494177,453977,453623,546,619,670,152,150,125,18,26,19,S
HAYS COUNTY,TX,463450,297443,210668,704,701,643,64,57,37,47,55,48,S
HEMPHILL COUNTY,TX,545664,615426,618105,229,228,221,117,107,112,7,12,10,S
HENDERSON COUNTY,TX,356170,333190,323887,1579,1577,1509,51,51,38,120,100,75,S
HIDALGO COUNTY,TX,660412,762442,833565,1565,1929,2310,169,177,161,205,314,401,S
HILL COUNTY,TX,470096,441837,463927,1494,1501,1544,109,99,108,64,73,49,S
HOCKLEY COUNTY,TX,490578,504681,525853,567,563,633,178,177,168,31,23,27,S
HOOD COUNTY,TX,225852,212741,238234,659,638,593,48,46,34,51,38,41,S
HOPKINS COUNTY,TX,386546,374043,355622,1759,1766,1673,51,44,36,52,68,63,S
HOUSTON COUNTY,TX,417187,422172,450995,1360,1421,1387,77,75,73,53,56,30,S
HOWARD COUNTY,TX,489398,483275,460561,366,385,398,121,126,109,22,29,17,S
HUDSPETH COUNTY,TX,2234262,2266986,2136639,131,148,139,76,81,74,4,7,4,S
HUNT COUNTY,TX,345138,348386,360609,1904,1939,1864,58,54,50,125,105,88,S
HUTCHINSON COUNTY,TX,402897,444779,471424,192,173,157,94,82,65,10,5,11,S
IRION COUNTY,TX,656961,609447,792872,151,137,127,78,70,66,11,10,12,S
JACK COUNTY,TX,519043,519342,508649,671,653,644,115,110,118,23,20,15,S
JACKSON COUNTY,TX,461829,457207,443346,775,783,801,142,129,112,44,33,34,S
JASPER COUNTY,TX,70165,101968,76097,532,602,659,1,11,13,35,58,56,S
JEFF DAVIS COUNTY,TX,1524636,1532081,1621940,99,90,78,61,59,55,8,7,4,S
JEFFERSON COUNTY,TX,322324,311992,368391,492,532,502,78,73,77,51,77,64,S
JIM HOGG COUNTY,TX,736407,785975,849098,193,202,206,85,80,79,5,12,4,S
JIM WELLS COUNTY,TX,517671,502206,461689,689,771,785,117,120,101,32,34,41,S
JOHNSON COUNTY,TX,330173,312129,322150,1763,1867,1798,61,57,50,203,231,193,S
JONES COUNTY,TX,513418,487903,533875,793,896,948,152,143,148,33,33,25,S
KARNES COUNTY,TX,383573,403124,420688,1053,1115,1075,79,80,75,31,23,28,S
KAUFMAN COUNTY,TX,386991,361425,391886,1674,1704,1505,78,76,77,110,126,67,S
KENDALL COUNTY,TX,354917,351297,347388,672,659,586,88,97,94,46,41,31,S
KENEDY COUNTY,TX,553226,621878,569640,29,24,25,14,13,15,0,2,0,S
KENT COUNTY,TX,595420,554352,580407,156,179,177,66,72,63,3,10,8,S
KERR COUNTY,TX,531206,539371,589223,651,584,529,122,117,115,44,33,29,S
KIMBLE COUNTY,TX,774804,781013,720012,476,442,423,202,184,188,18,19,11,S
KING COUNTY,TX,436040,409706,418003,34,50,45,20,21,20,1,4,1,S
KINNEY COUNTY,TX,698832,653556,704467,128,110,108,85,75,69,4,1,5,S
KLEBERG COUNTY,TX,-99,938193,919233,222,274,255,19,27,28,12,31,14,S
KNOX COUNTY,TX,576893,534150,476930,298,351,403,107,85,96,16,12,19,S
LAMAR COUNTY,TX,424701,406639,388214,1401,1488,1432,89,82,72,77,70,56,S
LAMB COUNTY,TX,518028,496345,558260,745,791,823,144,115,139,28,31,31,S
LAMPASAS COUNTY,TX,432379,404876,431276,689,615,611,110,107,101,21,25,24,S
LA SALLE COUNTY,TX,766037,766840,808081,261,265,256,111,119,104,14,8,4,S
LAVACA COUNTY,TX,527837,507900,491530,2465,2514,2315,88,80,68,133,138,69,S
LEE COUNTY,TX,318658,324657,291929,1545,1583,1447,34,39,24,82,69,60,S
LEON COUNTY,TX,482165,499334,442387,1570,1619,1227,104,93,82,51,59,33,S
LIBERTY COUNTY,TX,342213,362794,373954,886,955,861,81,76,86,78,98,80,S
LIMESTONE COUNTY,TX,428068,459897,460183,1151,1200,1209,92,84,80,53,44,34,S
LIPSCOMB COUNTY,TX,588500,558370,539793,304,314,294,117,147,144,12,16,8,S
LIVE OAK COUNTY,TX,558553,517379,520959,707,803,770,139,123,128,29,34,34,S
LLANO COUNTY,TX,507135,534043,532196,517,530,520,137,140,135,26,30,30,S
LOVING COUNTY,TX,346653,415540,350350,14,17,15,13,12,10,0,1,1,S
LUBBOCK COUNTY,TX,481539,465173,551441,946,969,1029,157,147,175,115,116,123,S
LYNN COUNTY,TX,491015,474424,518590,478,503,556,188,176,170,10,14,13,S
MCCULLOCH COUNTY,TX,675927,636274,679225,529,489,520,142,135,129,12,28,14,S
MCLENNAN COUNTY,TX,472332,445252,443698,1847,1977,1951,105,91,78,121,145,130,S
MCMULLEN COUNTY,TX,515960,543283,530958,207,211,208,100,99,103,9,7,4,S
MADISON COUNTY,TX,243989,222574,196322,760,756,708,49,39,36,22,35,19,S
MARION COUNTY,TX,49579,49658,49081,186,207,207,9,4,5,10,10,7,S
MARTIN COUNTY,TX,512473,503635,564710,322,366,390,135,143,142,10,10,7,S
MASON COUNTY,TX,547428,548293,559836,550,567,567,173,160,163,27,24,24,S
MATAGORDA COUNTY,TX,562612,578993,572911,738,721,703,139,132,121,43,52,40,S
MAVERICK COUNTY,TX,678590,672382,718297,199,202,176,48,46,39,14,26,18,S
MEDINA COUNTY,TX,658204,685417,710419,1460,1570,1480,168,164,163,63,85,69,S
MENARD COUNTY,TX,487573,501761,463848,280,261,268,113,109,111,13,11,9,S
MIDLAND COUNTY,TX,724706,733377,822053,310,343,335,73,69,73,74,88,77,S
MILAM COUNTY,TX,551148,514582,516077,1576,1577,1583,116,114,91,60,81,75,S
MILLS COUNTY,TX,428243,403063,391933,689,682,677,116,101,94,19,31,24,S
MITCHELL COUNTY,TX,587316,531023,677541,371,387,406,106,102,113,14,23,20,S
MONTAGUE COUNTY,TX,495364,448354,434642,1132,1118,1065,121,102,110,42,43,52,S
MONTGOMERY COUNTY,TX,193885,188284,165277,926,952,797,25,31,29,144,166,145,S
MOORE COUNTY,TX,587264,564821,535362,292,297,270,142,138,120,9,24,19,S
MORRIS COUNTY,TX,73948,75350,74136,349,349,380,9,10,8,12,14,14,S
MOTLEY COUNTY,TX,479889,467309,512458,190,202,233,86,83,93,4,6,7,S
NACOGDOCHES COUNTY,TX,220355,239772,234565,1132,1243,1237,27,26,24,47,63,58,S
NAVARRO COUNTY,TX,525885,505366,501179,1378,1463,1464,118,112,114,59,71,39,S
NEWTON COUNTY,TX,30268,64047,103254,225,268,323,3,4,6,12,17,26,S
NOLAN COUNTY,TX,536300,555520,472843,439,454,452,125,124,108,26,19,16,S
NUECES COUNTY,TX,443224,465658,458844,541,656,735,154,140,126,43,47,55,S
OCHILTREE COUNTY,TX,593819,607038,612836,374,391,394,188,186,190,6,22,12,S
OLDHAM COUNTY,TX,847608,812372,1116543,133,133,150,73,68,79,2,7,8,S
ORANGE COUNTY,TX,56975,53640,59534,270,309,315,13,6,9,47,54,76,S
PALO PINTO COUNTY,TX,517272,510757,478296,733,719,655,113,115,102,28,42,25,S
PANOLA COUNTY,TX,195147,201728,207134,789,912,934,32,32,33,36,40,34,S
PARKER COUNTY,TX,415694,403385,374611,1965,1943,1751,77,72,65,184,179,149,S
PARMER COUNTY,TX,526276,499011,544890,645,653,661,150,146,185,27,33,25,S
PECOS COUNTY,TX,2891640,2918048,2616740,262,286,284,166,166,158,6,24,19,S
POLK COUNTY,TX,141215,144390,161772,515,559,530,24,28,36,32,32,31,S
POTTER COUNTY,TX,402011,546742,490937,163,177,178,37,42,33,21,27,35,S
PRESIDIO COUNTY,TX,1695484,1890612,1981461,151,139,137,97,95,80,12,9,9,S
RAINS COUNTY,TX,98449,96893,94123,457,454,438,17,20,17,14,19,21,S
RANDALL COUNTY,TX,497106,445493,481896,561,619,575,137,138,137,47,79,49,S
REAGAN COUNTY,TX,617851,712335,636780,104,127,123,71,74,72,3,4,2,S
REAL COUNTY,TX,362642,318164,311411,215,189,177,85,83,81,11,11,9,S
RED RIVER COUNTY,TX,425281,388412,358081,955,1035,1027,94,87,77,21,44,42,S
REEVES COUNTY,TX,1555905,1432367,1247396,169,174,149,83,68,66,8,12,4,S
REFUGIO COUNTY,TX,667177,529092,524439,230,254,262,66,54,66,7,14,18,S
ROBERTS COUNTY,TX,510079,524222,565608,105,106,103,62,57,65,7,8,7,S
